TOTAL1,TOTAL2,TOTAL3,TOTAL4,TOTAL5,TOTAL6,TOTAL7,TOTAL8,TOTAL9,TOTAL10,TOTAL11,TOTAL12,TOTAL13,TOTAL14,TOTAL15,TOTAL16,TOTAL17,TOTAL18,TOTAL19,TOTAL20,TOTAL21,TOTAL22,TOTAL23,TOTAL24,TOTAL25,TOTAL26,TOTAL27,TOTAL28,TOTAL29,TOTAL30,TOTAL31,TOTAL32,TOTAL33,TOTAL34,TOTAL35,TOTAL36,TOTAL37,TOTAL38,TOTAL39,TOTAL40,TOTAL41,TOTAL42,TOTAL43,TOTAL44,TOTAL45,TOTAL46,TOTAL47,TOTAL48,TOTAL49,TOTAL50,TOTAL51,TOTAL52,TOTAL53,TOTAL54,TOTAL55,TOTAL56,TOTAL57,TOTAL58,TOTAL59,TOTAL60,TOTAL61,TOTAL62,TOTAL63,TOTAL64,TOTAL65,TOTAL66,TOTAL67,TOTAL68,TOTAL69,TOTAL70,TOTAL71,TOTAL72,TOTAL73,TOTAL74,TOTAL75,TOTAL76,TOTAL77,TOTAL78,TOTAL79,TOTAL80,TOTAL81,TOTAL82,TOTAL83,TOTAL84,TOTAL85,TOTAL86,TOTAL87,TOTAL88,TOTAL89,TOTAL90,TOTAL91,TOTAL92,TOTAL93,TOTAL94,TOTAL95,TOTAL96,TOTAL97,TOTAL98,TOTAL99,TOTAL100,TOTAL101,TOTAL102,TOTAL103,TOTAL104,TOTAL105,TOTAL106,TOTAL107,TOTAL108,TOTAL109,TOTAL110,TOTAL111,TOTAL112,TOTAL113,TOTAL114,TOTAL115,TOTAL116,TOTAL117,TOTAL118,TOTAL119,TOTAL120,TOTAL121,TOTAL122,TOTAL123,TOTAL124,TOTAL125,TOTAL126,TOTAL127,TOTAL128
0.0232539977882156,0.073873695472852,0.0141944429878879,0.012371744408513,0.0190876464321703,-0.0208583573740902,-0.014693599011769,-0.0060431198214565,0.0305189278484975,0.101324736278821,0.0172620110492207,0.0143678592600107,0.0174923060468268,-0.0281091030705897,-0.0205189085413123,-0.00974435371837416,0.0594103178205026,0.118133282811034,0.0279895329914818,0.0233637577539895,0.0270433126079446,-0.0337599637160821,-0.0274648818791935,-0.0282067072160037,0.0612343035021334,0.123061406959103,0.0242074560073909,0.0217181590177067,0.0219138605808405,-0.0344759961366963,-0.0284474587225098,-0.0379023517003184,0.0578032796482866,0.139880525408922,0.0318004914027832,0.0261901305391325,0.0321836151117252,-0.0432006412136043,-0.0425325528687889,-0.0493849077745331,0.0578087757386122,0.135775168175359,0.0342329021826638,0.0217910502437288,0.0395196124753167,-0.0424502032708979,-0.0458791320572661,-0.0412741233811273,0.0558340059389658,0.135647806152979,0.0310029174962254,0.0200906078615928,0.0266599352411264,-0.0345532584419051,-0.0286746836529773,-0.0353868498859101,0.0571610094314657,0.130369644730086,0.0282598842199215,0.0196285125575736,0.0176427053155469,-0.0354595231045337,-0.0338806117448172,-0.0411729730969617,0.0291914126043726,0.0902201647564507,0.0167066084998606,0.0148922891634003,0.021677301391852,-0.0270265807749111,-0.0203522154488498,-0.0104781121699573,0.0282269157166854,0.0965621097277275,0.0166481793900174,0.0140030037686568,0.022334779307407,-0.0275165221382911,-0.0203590000377049,-0.0194212565317808,0.0601725053493316,0.12046590309391,0.0292629982054429,0.0236445453694551,0.0361964171524096,-0.0338199507930197,-0.027512777914659,-0.0299426336193555,0.0560314504515408,0.129984497307478,0.0236731136037185,0.0222036979465987,0.0197317603315275,-0.0357509284318955,-0.027735892959716,-0.0284123894627924,0.0721275411654261,0.185219988495129,0.0376069878701534,0.0211172352566059,0.107287490970543,-0.0535760165553649,-0.0645865105768861,-0.0597491830984388,0.0870183568286175,0.199481739088351,0.0448858540723535,0.0286501352363374,0.0364228845583214,-0.0603262806577777,-0.055592434368376,-0.0768610701917784,0.0511939997529534,0.126316861626644,0.0282561930250718,0.0180920665381194,0.0345724966430137,-0.0313687907143589,-0.033007549503528,-0.0422692439853816,0.0547372952665356,0.140300924451778,0.0308298895413968,0.0193965623406765,0.0343912186754173,-0.0334065597051725,-0.0340918004897328,-0.0442101992889739
0.0393656902736291,0.100135592649329,0.0323869826691327,0.0287261565541568,0.0194592656629594,-0.03595609303392,-0.0255577397550961,-0.0093726817337658,0.047502285145008,0.124023206088676,0.0372847221055742,0.0316197176807744,0.0176501630252073,-0.0474383729984954,-0.0347578518920697,-0.0146539136641522,0.0827009605471695,0.135299271720715,0.0522145505255808,0.0421706875256182,0.02366658397121,-0.0552203787497905,-0.0444022946461734,-0.0261635392178955,0.0866020204890346,0.143722012331927,0.0447685271703329,0.0395466726221871,0.0175221080578914,-0.0568381104622583,-0.0472904271160646,-0.029254680190363,0.0828971778017367,0.160741035041946,0.0604493306625646,0.0442606099631212,0.0395168255139027,-0.0705147402228367,-0.0636606788921253,-0.0472440671374394,0.0842187902575116,0.158913052489912,0.062487512016527,0.0484698164130098,0.0394553943138292,-0.0699662865263675,-0.0687582466766256,-0.0374550074105441,0.0773068743954738,0.150118199173932,0.0583757203848046,0.0417638215244868,0.024239573661061,-0.056632735829119,-0.0472845357485191,-0.0267700561549408,0.0799506924538863,0.14710420428902,0.0532503457449964,0.042480905724475,0.0230983917696277,-0.0585755978815125,-0.0585278173302203,-0.0298161062746611,0.0443100240558255,0.107752451864283,0.0355208115166673,0.0306589118265647,0.0221525109559532,-0.0452434782617351,-0.0339613459496462,-0.0206288782463164,0.045998514802732,0.122860558778667,0.0373990168003236,0.0326389047121851,0.0264948973224339,-0.04666237847155,-0.0349116630435893,-0.0156752084449208,0.0844608982155552,0.139417523285049,0.054714690084301,0.0423782606029012,0.0273144850047436,-0.0555138699022604,-0.0536519151836612,-0.0258619171035096,0.0789233118056464,0.149829054344571,0.0448922946753444,0.0408985745044009,0.0201597135661735,-0.0592608055133847,-0.0461364487094892,-0.0256034222363959,0.103416899991784,0.215266314025512,0.0696384456743925,0.0478088318439268,0.0749345423589777,-0.0827531039165807,-0.0777240119573971,-0.0672791226027728,0.119853124219092,0.226120202654115,0.0814497779352092,0.0527186265035087,0.0424627391256163,-0.0965786380405458,-0.0811629019940493,-0.0664502034407551,0.0714553315374829,0.139959315773128,0.0525714795555411,0.0407787147620885,0.044721854975594,-0.0509028176612228,-0.0471636043368776,-0.0277594387814913,0.0752730931511366,0.151221020129858,0.0573110708848148,0.0433507814870049,0.0464130391112299,-0.0545050459883434,-0.0500095522229247,-0.0291326958007448
0.0627767649775809,0.136584712546628,0.0490674360653075,0.0463704182293579,0.0295021879686943,-0.0583883747064606,-0.0416411209392134,-0.015247621853422,0.0747950825145966,0.162736134442227,0.0561915380637962,0.0503663741257273,0.0306801955265452,-0.0755668606913727,-0.0544847597435361,-0.0196471363430354,0.116640148327764,0.16851958456673,0.0736164253118911,0.0617829018924134,0.03088698658705,-0.08331477833783,-0.0675100261274852,-0.038346511319017,0.121939489316586,0.178138511802519,0.0638455861932733,0.059210622190358,0.024097306301107,-0.0857586903438345,-0.0711519370834938,-0.0404328865689116,0.118846674625602,0.192539861574382,0.0868372922012155,0.0670345957969912,0.051341004604414,-0.105445126407735,-0.095537786605999,-0.0639126632005738,0.119395056583013,0.190429237936459,0.0910544056258674,0.0722350658876052,0.0472450854681295,-0.104047163798598,-0.098337731560867,-0.052594420553856,0.109668813460279,0.188058676150441,0.0830559694250728,0.0633844036513911,0.0359425990759207,-0.0853957498023037,-0.0706198604948794,-0.0369124608530152,0.112928910525736,0.18327193844469,0.0776851367225352,0.0656350784938903,0.0392065492055344,-0.08815012331535,-0.0783897104966883,-0.0406577452295926,0.0697776585871178,0.140106596174813,0.0534383576241631,0.0490111656608449,0.0336150137681224,-0.0720797743768672,-0.0541590261538233,-0.0270754959691274,0.0726439743278458,0.161272860127523,0.0564062894965495,0.0524180299037842,0.0408389425117695,-0.075399844619257,-0.0557755071045557,-0.0238251320488753,0.118891517954899,0.173311449092071,0.0778836559630482,0.0632231536942314,0.0393268334065987,-0.0837798749825533,-0.0772379053596861,-0.0406897737849651,0.113017033483364,0.188930779614083,0.0634237662512306,0.0599331729428786,0.0266569100846157,-0.0900598000946479,-0.0705312109027674,-0.041009553678588,0.145052855424906,0.256757654247194,0.102609520235237,0.0720607564431116,0.142851150303889,-0.121959493542099,-0.110375579659519,-0.0637566652074702,0.167520363962299,0.270671492967023,0.115020875331236,0.0799958553770179,0.0557935788672122,-0.140283747453791,-0.117643287611302,-0.0893220444079205,0.101106420380931,0.175695859817802,0.0762526268615343,0.0625720051152811,0.0655426351499405,-0.0769072713006219,-0.0734881494479431,-0.039897076823438,0.106601514201226,0.19061961767974,0.0820881306699783,0.0659549634894049,0.0723094935889405,-0.0817917980825085,-0.0753317848252963,-0.0391112343109635
0.0638538783337183,0.136466205891809,0.0725039385532721,0.0717804782313992,0.10140674099844,-0.059767283092939,-0.0425690350119778,-0.0148621160190913,0.0764214485557068,0.163353183560941,0.0824718094303984,0.077134030785014,0.0988989828602834,-0.0777069749553617,-0.0563871151901623,-0.020694733732513,0.120779015536912,0.171304429043415,0.103216247298357,0.106612881258277,0.0435370562800812,-0.0883195630737707,-0.0707186877465169,-0.0423344848291253,0.126754692728571,0.181910844552273,0.0896102678670374,0.0952500274050134,0.0337727808678333,-0.0914716166171691,-0.0757182060936238,-0.0444635214551358,0.126452054612796,0.200790623563608,0.123389616907406,0.0976486565591524,0.0724511279850941,-0.116693561042522,-0.100984629128534,-0.0635142791443231,0.126594847809523,0.198192436308735,0.129282789010664,0.10406156252414,0.0743059051838562,-0.112821020541602,-0.104768250222333,-0.0611344338417283,0.113515318048007,0.192570128029824,0.117393426197326,0.0924619450167111,0.0501954872105137,-0.0910861539163712,-0.0766413270422383,-0.0445666014758487,0.11741652705635,0.188417095851494,0.109014102704392,0.093288386579413,0.0501568262438931,-0.0944142378163268,-0.0835464298281831,-0.0444795787329932,0.0717904979828951,0.141279479061166,0.078230412113958,0.0769875911187751,0.100786238608475,-0.0746433976137883,-0.0563895203460266,-0.0265038383174164,0.0744604696902678,0.162407172285187,0.0833624504737168,0.0849395635775515,0.115115205391839,-0.0775436222329214,-0.0573357220154717,-0.0249235615519679,0.123239312016197,0.176380529770634,0.109303144483433,0.105911343724014,0.0541728388177045,-0.0891424947501014,-0.0722972482134847,-0.0384533260260665,0.117148240773727,0.193131614404283,0.0897070552823436,0.100629104056713,0.0357364282057113,-0.0955341888615107,-0.0739135395437771,-0.0372749842084632,0.153581674726077,0.266515766732186,0.142585590296123,0.10512437357834,0.144484589410113,-0.132570668527745,-0.121861431437928,-0.0705825875845419,0.1761167009227,0.279945270132716,0.161164551307289,0.113409390710401,0.0841888855521831,-0.151567615284574,-0.125320935608948,-0.0899814407985579,0.105728530227572,0.180192869881802,0.107791554569322,0.090648691277809,0.0934419729107801,-0.0833215171107768,-0.0803419637805888,-0.0425519042450453,0.110797431767017,0.194301586997157,0.115880558303573,0.0950551990542577,0.0963193089743368,-0.0877763440575524,-0.0810940650618227,-0.0414526588301301
0.0867038507576128,0.16587131711507,0.0685606480225123,0.0693466404343207,0.044859054889687,-0.0843913922449561,-0.0596618449319349,-0.0204547387353029,0.103495218677215,0.199430389755037,0.0791875628834016,0.0761443737041552,0.0389205068527811,-0.1078079835228,-0.0779415448782006,-0.0276911988750956,0.159386184229415,0.217597472558518,0.102486532264368,0.092022606534817,0.0510583353698351,-0.119943842851136,-0.0967862431782333,-0.048905953545307,0.165925718470755,0.229334757943053,0.0892947048513862,0.0897535903439019,0.0365702474904197,-0.123783745638209,-0.103666904665892,-0.0531657898962305,0.166654835846933,0.240506075549767,0.124379884458422,0.102074342914008,0.0716473233575618,-0.152294795703819,-0.135331388635149,-0.102832410854462,0.165713247055866,0.238353176514077,0.130478043374892,0.113989598621963,0.0708322565759655,-0.150227094123398,-0.137913932306047,-0.0662508383145471,0.151224305710446,0.251056098849761,0.117969029458368,0.0961183228543743,0.053990375119999,-0.123133047380636,-0.105959104342077,-0.0520302766018836,0.15574958462308,0.245291936014173,0.10962830929708,0.100263939853619,0.0516892088603886,-0.12866859133092,-0.11857146849443,-0.0587460751356368,0.0974708650190906,0.172915791454014,0.0756166869007117,0.0743472863917383,0.0470857229855161,-0.103605847643068,-0.0766735418223703,-0.0339952994482749,0.101365201681675,0.199161960270103,0.0801610446610872,0.0793021991648028,0.0585680442448741,-0.108767667208591,-0.0846363150396413,-0.0326738762112544,0.161911519795458,0.224092240598526,0.108687074871883,0.0945819698670217,0.0559659784879542,-0.121039645092179,-0.103999927571518,-0.0507888020798749,0.156004440973119,0.248679300697057,0.0893781919746296,0.0892834450393708,0.0395040299775993,-0.130379535373594,-0.101089748417563,-0.0716117439242695,0.199657637672687,0.319285565426093,0.144051492637923,0.113283116501684,0.131646881385003,-0.174878759845181,-0.158033767610047,-0.099978733227711,0.228639565308674,0.3363179803185,0.161725438348113,0.121794275222351,0.0824792558192745,-0.195748921917818,-0.164773766068124,-0.127086760421056,0.139977944405287,0.236056628370933,0.108783458263058,0.0979423169765577,0.0988653573225913,-0.113967757847327,-0.110774175176425,-0.0581895536621403,0.147045248633987,0.253402379618016,0.116574871193996,0.101964483646407,0.104722182979848,-0.118291540736061,-0.110759876310805,-0.0680967198339094
0.119089962072353,0.219598920810468,0.111865632359004,0.119988682172158,0.0727631653181241,-0.114629975390853,-0.0808323868831498,-0.0291415620383001,0.138663650753648,0.250134524728945,0.126464971769567,0.131276798910256,0.0657368284438232,-0.144911969301627,-0.110173734137826,-0.0387556675875091,0.209475511103497,0.270130042888492,0.155376176488298,0.136562633082408,0.0646078405627979,-0.167597739724607,-0.136606991689837,-0.0673117544307811,0.219536706763352,0.286374878757596,0.13508803971964,0.13243559750072,0.0501708294875005,-0.172220402700039,-0.145013428972417,-0.0743770046145809,0.219780582977537,0.290126265375891,0.185685011489643,0.145312767078382,0.0913512427514195,-0.209942124470214,-0.187397307296783,-0.0901864959046586,0.219011623554164,0.289188606682382,0.194271489770966,0.164139455394963,0.104873984767433,-0.203541874217495,-0.186979115200623,-0.088761161447648,0.199666606527558,0.313141599920392,0.178681169190266,0.139338213330754,0.0748886734324983,-0.172745207911027,-0.149054308931001,-0.0727380440934041,0.207425680408379,0.308378090227934,0.167174937080343,0.145154158435787,0.0765285781079375,-0.180216815115829,-0.164201604106204,-0.0837743382479158,0.132194571193031,0.21732740687269,0.120066531641318,0.125612713469922,0.0782487041483555,-0.140864960179205,-0.10520078725901,-0.0474135212004944,0.13835676230042,0.254771342882727,0.129353650467987,0.135939396700214,0.0960736020234016,-0.146951737999581,-0.107951055508317,-0.0440932096206591,0.214819662753336,0.280938640989643,0.165019394784067,0.140418213347318,0.0796195335346828,-0.169331050914313,-0.140711984909008,-0.102546046556756,0.20594518521796,0.309948122215655,0.136554148286877,0.130805985312428,0.0519140261043377,-0.181728852434114,-0.1422392871475,-0.0685793807635086,0.262112657649745,0.385021765774904,0.21015009273193,0.166145646404266,0.202723009427291,-0.235571571344998,-0.218342865581037,-0.105242005252204,0.294061771512916,0.39994592243025,0.232482940437903,0.171061250785801,0.111697403089551,-0.264998737221746,-0.226641308075472,-0.15419900545009,0.187836177353781,0.298607089389474,0.165793377251346,0.144210159748263,0.148047557427336,-0.159664092021955,-0.156917418925291,-0.0787179324307843,0.193424792525876,0.314364360328472,0.175556444276055,0.149646801834406,0.155331818386064,-0.164772390887619,-0.157700776919169,-0.0800906851285243
0.141618275975717,0.232226067834127,0.133577970199393,0.144176442007802,0.0871742448318436,-0.138569876560912,-0.0977616578730262,-0.0337354673986878,0.163753345367814,0.27453964812731,0.151283360002103,0.157129799708036,0.0796610988487752,-0.173265695912798,-0.125437014535595,-0.0482548273356536,0.250551330408137,0.308029614895547,0.183526127140522,0.157728541279029,0.073361672157877,-0.211108610736451,-0.178888666717995,-0.0851955363111645,0.264123405150293,0.32490737649618,0.160363117290249,0.158880627781914,0.0609589693407171,-0.216707332341227,-0.185090222333081,-0.0903932007393872,0.264593555090601,0.330548973028865,0.219410332206004,0.182233565532986,0.11098305476583,-0.262661874236855,-0.249637882548273,-0.112342851289257,0.264353655647625,0.329250076439803,0.229049709919578,0.204996679140463,0.124883105811861,-0.253061439170333,-0.2387080836322,-0.119265068019513,0.240751626825698,0.354745451819564,0.213621830229705,0.169005812401459,0.0920689566581464,-0.219686049834352,-0.19905930959038,-0.0996138926079838,0.252621486058383,0.350509686242502,0.200698635609164,0.176545630514419,0.0917883760295767,-0.228948405612071,-0.214127475189584,-0.103937023313356,0.157696130537294,0.240348816545584,0.14350428131593,0.152051451079509,0.0951498245088328,-0.170382449645053,-0.126552297394896,-0.0548785790845971,0.164691010053121,0.275733228092283,0.154920224835173,0.163652172816196,0.118191333059298,-0.176545750676601,-0.129355996683378,-0.053524419312631,0.258970236854048,0.319001214805268,0.19605567443897,0.166280142106398,0.0958483264336948,-0.213609093266086,-0.180691946362398,-0.0885415508169203,0.246266553436683,0.352293619304008,0.162389232356059,0.149014276336787,0.0576442835579596,-0.228584225406618,-0.184246730867156,-0.0894158082725219,0.316382663625289,0.438106668015772,0.245237240705856,0.208993312085839,0.266541997483444,-0.291770302027952,-0.273930926053004,-0.126094623244955,0.346862978055302,0.448250132958227,0.268459354303048,0.222834127848067,0.149481752986054,-0.329661835064638,-0.299020251381237,-0.205520517963953,0.230369456449216,0.34200307454757,0.20095699319834,0.174665882138202,0.177901655267114,-0.203689184258147,-0.199167502612301,-0.0992436535195231,0.232956646329899,0.356853341069976,0.21077146786223,0.184094623435336,0.189104877490012,-0.208820370218513,-0.20264817999169,-0.0977728728781043
0.16114159193643,0.239809426115015,0.153580878870235,0.167943514223494,0.102123061356618,-0.163497961397677,-0.115099692718495,-0.0403506931621416,0.186495316969178,0.310779452779987,0.172935577332008,0.181280663612314,0.0925487337829145,-0.19958104363779,-0.149346962081968,-0.0506361803402875,0.288418304333124,0.35947071830805,0.208636010311988,0.186045347901292,0.0879293604531645,-0.246891899783085,-0.209091985048682,-0.0968398081645333,0.306460170932315,0.368224748618268,0.182275822786205,0.173072081538368,0.0670326409331773,-0.251841716907451,-0.21161955158384,-0.103035635416955,0.304630845407102,0.37649100117114,0.252014800639347,0.223453140549084,0.141817436224876,-0.305616808599365,-0.294106875096948,-0.127062788497665,0.304129203857017,0.366551375807371,0.257281644943001,0.226447082461641,0.141726290272193,-0.289775762601042,-0.26310327890769,-0.118090854001329,0.277499363084174,0.417100515102726,0.247031392417771,0.198946126554595,0.108936804072916,-0.257354389354066,-0.236146783956469,-0.11528548788325,0.293988943864786,0.4008144286777,0.229961595608215,0.195864603717184,0.107741199370323,-0.265056274340107,-0.242687134931633,-0.114495895624431,0.181364551123166,0.277816638269838,0.16588351781504,0.176965956400145,0.110022845600347,-0.19746799589454,-0.158090295389782,-0.0661375602302303,0.187128992125182,0.282901963715723,0.174528855669474,0.183798267697637,0.131304466778602,-0.208419416009816,-0.160555826694157,-0.0670127662013359,0.302630199688553,0.36561596472292,0.2233858544497,0.177668040044841,0.102274328669762,-0.249159795761903,-0.212566255354804,-0.0982687851109555,0.283752012289191,0.416049279664236,0.185150387760176,0.178941743710813,0.0710655994326812,-0.266208901360294,-0.216687387380299,-0.104246860837491,0.363136472445264,0.484706079281177,0.273435991284292,0.232507723200428,0.286811272807477,-0.329953841717473,-0.298793619495173,-0.136500885230808,0.394773186245266,0.511382539362737,0.3064230139669,0.275440046681904,0.188468389479367,-0.377314306687532,-0.360388278325734,-0.232418911133253,0.271683467053775,0.393362297581706,0.234777946432919,0.197164889331482,0.200331938052648,-0.241726174581915,-0.241541371890095,-0.117639765959977,0.269029268252504,0.421404503662631,0.243757206236947,0.213278442491536,0.225105328211048,-0.246956184177931,-0.250024220628539,-0.11997071383178
0.180882743525773,0.281472641115546,0.17169082924956,0.18965441700798,0.115564850305007,-0.176287516378325,-0.12455024048517,-0.0536633533547537,0.207714835527728,0.345352193532271,0.19408543494439,0.208477697486712,0.105006884420803,-0.215812434033261,-0.154583750343254,-0.0588392575603581,0.329722778284735,0.401949974347183,0.235066689399546,0.201865044158807,0.0954986236984147,-0.292540116375033,-0.249547189708969,-0.114846141312981,0.346966683361298,0.414247602972032,0.205045350601956,0.197469399170836,0.076547395409138,-0.297407262745581,-0.254991333422555,-0.122749074324381,0.344322201261464,0.411602101569195,0.280537200714174,0.244186384124568,0.152743520656562,-0.354020745660898,-0.341586092391835,-0.149986797370488,0.341674722335578,0.40398217869491,0.285298281518772,0.2577192065933,0.156255179877746,-0.335733188125102,-0.312677358040909,-0.183737949391355,0.316722679944288,0.469098971844951,0.276304938012158,0.216364663718581,0.123138007501227,-0.302975974317836,-0.280045067889483,-0.132022705685188,0.333833288427302,0.45286890160343,0.259156527230467,0.218405756055352,0.118133085639782,-0.314765067939473,-0.294548210737423,-0.137274834262768,0.2026544409686,0.306864688606875,0.185527239398987,0.201634412983338,0.128524849882534,-0.215455862469669,-0.158615064244877,-0.070710315708712,0.210731730682171,0.326364928722336,0.196755904784098,0.210402697672859,0.158008098450392,-0.225970297397319,-0.165194354694631,-0.0803458814779827,0.343213572074643,0.412667994972259,0.251278699038586,0.203486173718416,0.115966726502223,-0.295438556724384,-0.251411374591269,-0.121309665818785,0.32452202703284,0.46362385045349,0.209255605222507,0.192889868037383,0.0772678669445068,-0.314020160857888,-0.257122623534609,-0.119063004563619,0.408218966488698,0.535059355431596,0.30311316939154,0.266447137598614,0.36389155550612,-0.385655008349416,-0.360343936485324,-0.155465526596002,0.442947457371334,0.554992206622609,0.333772461709758,0.300433615740098,0.211736549798546,-0.434388048216886,-0.409376192509658,-0.241696846711907,0.309582191255093,0.445970997273976,0.265045238913351,0.2171926094369,0.224461545555428,-0.286197674334369,-0.285093438399165,-0.138957211283952,0.30800709293958,0.473961715840652,0.274025155467619,0.234044559879663,0.24618888222872,-0.29062215817264,-0.292928626908763,-0.143027967021567
0.199200090710165,0.308666458492481,0.184256660760764,0.206944088653429,0.125008241350612,-0.192531933722336,-0.134268615868896,-0.048147127451773,0.227433660977357,0.377304967789692,0.207779204737523,0.226884322633959,0.113805439334132,-0.234276467504584,-0.166890280979402,-0.0630030171728194,0.368016263539922,0.444147272387637,0.25231779785502,0.225832990198515,0.107854611534213,-0.335214074007608,-0.289174470928531,-0.133625045339265,0.386872641166213,0.455180893115341,0.219227640292316,0.218822265692161,0.0867182150846672,-0.339462782269714,-0.293955988755583,-0.139119098030632,0.381277420370452,0.448961142913188,0.301625598545742,0.270865304688872,0.161135168310183,-0.398676246524624,-0.386364778844441,-0.161174012804245,0.378356269055313,0.440934083487538,0.301974594334171,0.280010575782891,0.164828633038038,-0.376948141685282,-0.353518388272427,-0.158821937296679,0.352742597547339,0.517093310474157,0.29744451367988,0.235640417449437,0.133046838849879,-0.345861499475621,-0.323344795021644,-0.151306940967576,0.372957339769276,0.500509865927703,0.277676540888878,0.237018514459615,0.127739793361407,-0.359517172689392,-0.341088442163427,-0.160111280298193,0.222827357376373,0.337669329697558,0.198546183924477,0.216253310719402,0.133009433936168,-0.234429120637762,-0.172256124326599,-0.0802219043380136,0.232649533194565,0.358817999846517,0.210740160203821,0.224732124453215,0.157718193553504,-0.246722318936556,-0.178542286051969,-0.0878395805881255,0.384240838622185,0.456063645524173,0.269314553179943,0.225555239058136,0.129773069160521,-0.338213963989523,-0.293218085823009,-0.13437650616056,0.36232597693446,0.511469727176234,0.225638719712132,0.215330780742179,0.0853414822608431,-0.357909938714533,-0.295569570451738,-0.134649769604011,0.452210511573658,0.583568229651046,0.31839754123747,0.289531189717719,0.359535533561142,-0.433216815893013,-0.405800131784514,-0.165293531151586,0.487145314616262,0.603046229483533,0.349465341084073,0.32520219833136,0.219450373055624,-0.486053381295304,-0.460927886680796,-0.271268348481636,0.347719678594914,0.494923600267459,0.288295161816908,0.226841973199712,0.24093400839423,-0.330884069761357,-0.337033342266727,-0.162789642757033,0.344212232566823,0.524324418640095,0.296927950493591,0.244180689135368,0.254129760036244,-0.33418241113335,-0.346381815953149,-0.162357297714275
